D03AX,"AUTRES CICATRISANTS",2758,"CALENDULA BOIRON  CREME 20G",POMMADE,CUTANEE
D03AX,"AUTRES CICATRISANTS",5247,"MADECASSOL 1% CREME TUBE 10G",CREME,CUTANEE
D03AX,"AUTRES CICATRISANTS",10523,"MADECASSOL 1% CREME TUBE 25G",CREME,CUTANEE
D03AX,"AUTRES CICATRISANTS",10649,"ELASE POMMADE TUBE 20G",POMMADE,CUTANEE
D03AX,"AUTRES CICATRISANTS",10650,"ELASE POMMADE TUBE 60G",POMMADE,CUTANEE
D03AX,"AUTRES CICATRISANTS",21992,"EPIDERMINE CREME NSFP",CREME,CUTANEE
D03AX,"AUTRES CICATRISANTS",36138,"CALENDULA LHF PDE 20G NSFP",POMMADE,CUTANEE
D03AX01,"CADEXOMER IODE",6563,"IODOSORB 3G PDR NSFP",POUDRE,CUTANEE
D03AX02,DEXTRANOMERE,4259,"DEBRISAN 100G/100G PDR NSFP",POUDRE,CUTANEE
D03AX02,DEXTRANOMERE,4313,"DEBRISAN 64% PATE SACH UNIDOSE NSFP",PATE,CUTANEE
D03AX02,DEXTRANOMERE,8143,"DEBRISAN 3G PANSEMENT SACHET NSFP",PANSEMENT,CUTANEE
D03AX02,DEXTRANOMERE,8144,"DEBRISAN 6G PANSEMENT SACHET NSFP",PANSEMENT,CUTANEE
D03AX02,DEXTRANOMERE,8145,"DEBRISAN 12G PANSEMENT SACHET NSFP",PANSEMENT,CUTANEE
D03AX03,DEXPANTHENOL,8240,"BEPANTHENE 5% ONGUENT TUBE 80G NSFP",POMMADE,CUTANEE
D03AX03,DEXPANTHENOL,8964,"BEPANTHENE 5% ONGUENT TUBE 100G NSFP",POMMADE,CUTANEE
D03AX03,DEXPANTHENOL,10022,"BEPANTHENE 5% ONGUENT TUBE 30G NSFP",POMMADE,CUTANEE
D03AX03,DEXPANTHENOL,13596,"BEPANTHENE 5% CREME TUBE 100G NSFP",CREME,CUTANEE
D03AX03,DEXPANTHENOL,14389,"BEPANTHENE 5% CREME TUBE 30G NSFP",CREME,CUTANEE
D03AX03,DEXPANTHENOL,14931,"BEPANTHEN 5% POMMADE TUBE 100G",POMMADE,CUTANEE
D03AX03,DEXPANTHENOL,14932,"BEPANTHEN 5% POMMADE TUBE 30G",POMMADE,CUTANEE
D03AX03,DEXPANTHENOL,14933,"BEPANTHEN 5% CREME TUBE 100G",CREME,CUTANEE
D03AX03,DEXPANTHENOL,14934,"BEPANTHEN 5% CREME TUBE 30G",CREME,CUTANEE
D03AX03,DEXPANTHENOL,20176,"BEPANTHEN 5% POMMADE TUBE 3,5G",POMMADE,CUTANEE
D03AX06,BECAPLERMINE,13441,"REGRANEX 0,01% GEL NSFP",GEL,CUTANEE
D03AX09,CRILANOMER,4087,"INTRASITE 0,5G GEL SACHET NSFP",GEL,CUTANEE
D03AX10,ENOXOLONE,2759,"PO 12 2% CREME",CREME,CUTANEE
D03AX10,ENOXOLONE,33915,"PO 12 2% CREME 15G NSFP",CREME,CUTANEE
D03AX10,ENOXOLONE,33916,"PO 12 SUPPO NSFP",SUPPOSITOIRE,RECTALE
