C09CA03,VALSARTAN,10767,"TAREG 80MG GELULE NSFP",GELULE,ORALE
C09CA03,VALSARTAN,10768,"TAREG 40MG GELULE NSFP",GELULE,ORALE
C09CA03,VALSARTAN,11109,"NISIS 40MG GELULE NSFP",GELULE,ORALE
C09CA03,VALSARTAN,11110,"NISIS 80MG GELULE NSFP",GELULE,ORALE
C09CA03,VALSARTAN,12674,"NISIS 160MG GELULE NSFP",GELULE,ORALE
C09CA03,VALSARTAN,12675,"TAREG 160MG GELULE NSFP",GELULE,ORALE
C09CA03,VALSARTAN,14438,"TAREG 40MG CPR NSFP",COMPRIME,ORALE
C09CA03,VALSARTAN,14439,"TAREG 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,14440,"TAREG 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,14505,"NISIS 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,14506,"NISIS 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,14507,"NISIS 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,21407,"TAREG 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,22218,"NISIS 40MG CPR NSFP",COMPRIME,ORALE
C09CA03,VALSARTAN,30255,"TAREG 3MG/ML SOL BUV",SOLUTION,ORALE
C09CA03,VALSARTAN,30381,"VALSARTAN MYL 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30382,"VALSARTAN MYL 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30383,"VALSARTAN MYL 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30409,"VALSARTAN ACT 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30410,"VALSARTAN ACT 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30411,"VALSARTAN ACT 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30412,"VALSARTAN ARW 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30413,"VALSARTAN ARW 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30414,"VALSARTAN ARW 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30415,"VALSARTAN BGA 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30416,"VALSARTAN BGA 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30417,"VALSARTAN BGA 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30418,"VALSARTAN EG 160MG CPR",COMPRIME,ORALE
