A01AA01,"SODIUM FLUORURE",1774,"FLUODONTYL 1350MG PATE DENTIFRICE",PATE,DENTAIRE
A01AA01,"SODIUM FLUORURE",1779,"ZYMAFLUOR 0,25MG CPR",COMPRIME,BUCCALE
A01AA01,"SODIUM FLUORURE",1779,"ZYMAFLUOR 0,25MG CPR",COMPRIME,ORALE
A01AA01,"SODIUM FLUORURE",1781,"FLUORURE CALCIUM CRINEX 0,25MG CPR",COMPRIME,ORALE
A01AA01,"SODIUM FLUORURE",3371,"FLUOCARIL BIF 250 MENTHE PATE 75ML",PATE,DENTAIRE
A01AA01,"SODIUM FLUORURE",3372,"FLUOCARIL BIF 250 MENTHE PATE 125ML",PATE,DENTAIRE
A01AA01,"SODIUM FLUORURE",3379,"FLUOSELGINE PATE DENTIFRICE",PATE,GINGIVALE
A01AA01,"SODIUM FLUORURE",3379,"FLUOSELGINE PATE DENTIFRICE",PATE,DENTAIRE
A01AA01,"SODIUM FLUORURE",6605,"ZYMAFLUOR 1MG CPR",COMPRIME,BUCCALE
A01AA01,"SODIUM FLUORURE",6605,"ZYMAFLUOR 1MG CPR",COMPRIME,ORALE
A01AA01,"SODIUM FLUORURE",8237,"FLUOREX 1MG/1ML SOL BUV",SOLUTION,ORALE
A01AA01,"SODIUM FLUORURE",10838,"ZYMAFLUOR 0,50MG CPR",COMPRIME,BUCCALE
A01AA01,"SODIUM FLUORURE",10838,"ZYMAFLUOR 0,50MG CPR",COMPRIME,ORALE
A01AA01,"SODIUM FLUORURE",10839,"ZYMAFLUOR 0,75MG CPR",COMPRIME,BUCCALE
A01AA01,"SODIUM FLUORURE",10839,"ZYMAFLUOR 0,75MG CPR",COMPRIME,ORALE
A01AA01,"SODIUM FLUORURE",11047,"FLUOR CRINEX 0,25MG CPR",COMPRIME,ORALE
A01AA01,"SODIUM FLUORURE",12550,"CALCIFLUOR 0,75MG CPR",COMPRIME,BUCCALE
A01AA01,"SODIUM FLUORURE",12550,"CALCIFLUOR 0,75MG CPR",COMPRIME,ORALE
A01AA01,"SODIUM FLUORURE",16446,"FLUOCARIL BIF 250 MENTHE GEL 125ML",GEL,DENTAIRE
A01AA01,"SODIUM FLUORURE",16447,"FLUOCARIL BIF 250 MENTHE GEL 75ML",GEL,DENTAIRE
A01AA01,"SODIUM FLUORURE",16625,"FLUOCARIL BIF 250 ANIS PATE 75ML",PATE,DENTAIRE
A01AA01,"SODIUM FLUORURE",19867,"DURAPHAT 50MG/ML SUSP DENT TB 1,6ML",SUSPENSION,DENTAIRE
A01AA01,"SODIUM FLUORURE",19868,"DURAPHAT 50MG/ML SUSP DENT TB 10ML",SUSPENSION,DENTAIRE
A01AA01,"SODIUM FLUORURE",29858,"DURAPHAT 500MG/100G PATE",PATE,DENTAIRE
A01AA01,"SODIUM FLUORURE",30142,"SANOGYL BLANC PATE DENTIFRICE 140G",PATE,DENTAIRE
A01AA01,"SODIUM FLUORURE",30143,"SANOGYL BLANC PATE DENTIFRICE 105G",PATE,DENTAIRE
A01AA01,"SODIUM FLUORURE",36960,"FLUOCARIL BIF 250 MENTHE PT 2X125ML",PATE,DENTAIRE
A01AA02,"SODIUM MONOFLUOROPHOSPHATE",1776,"FLUOCARIL BIF 2000 GEL DENTAIRE",GEL,DENTAIRE
A01AA30,ASSOCIATIONS,11633,"SANOGYL BIFLUOR PATE DENTIFRICE 115G",PATE,DENTAIRE
A01AA30,ASSOCIATIONS,12260,"FLUOCARIL BIF 250 MENTHE PATE 6ML",PATE,DENTAIRE
A01AA30,ASSOCIATIONS,12262,"FLUOCARIL BIF 250 MENTHE 6ML GEL NC",GEL,DENTAIRE
A01AA51,"SODIUM FLUORURE EN ASSOCIATION",12423,"ZYMADUO 150UI SOL BUV",SOLUTION,ORALE
A01AA51,"SODIUM FLUORURE EN ASSOCIATION",12424,"ZYMADUO 300UI SOL BUV",SOLUTION,ORALE
A01AA51,"SODIUM FLUORURE EN ASSOCIATION",15838,"FLUOSTEROL SOL BUV",SOLUTION,ORALE
